"idnum","uniq_id","year","estratopri","strata","upm","prov1t","q1tb","q2","wt","weight1500","idio2","fs2","it1","l1b","vic1ext","pole2n","aoj11","wvsi2","wvsi3","cses6n","b2","b3","b4","b6","b32","b37","b47a","b21a","b43","ed_usa"
"973",21400000973,2021,"Midwest",4000002021,400097321,"Michigan","0",73,0.71,0.70706296,"0","0","10","3","0","7.5","10","0","0","2.5","2","4","4","4","5","2","7","6","6","High school graduate"
"974",21400000974,2021,"West",4000002021,400097421,"Washington","0",84,0.83,0.826260209,"0","0","7.5","9","0","10","7.5","1","0","7.5","3","4","6","5","6","1","3","2","7","High school graduate"
"975",21400000975,2021,"West",4000002021,400097521,"California","0",87,0.76,0.756342053,"0","0","10","10","0","10","10","1","0","5","1","1","2","2","5","1","1","1","7","High school graduate"
"976",21400000976,2021,"Northeast",4000002021,400097621,"Massachusetts","0",89,0.83,0.826260209,"0","0","10","9","0","7.5","10","0","0","2.5","6","6","7","7","6","3","7","5","7","High school graduate"
"977",21400000977,2021,"South",4000002021,400097721,"Louisiana","0",66,0.74,0.743905962,"0","0","10","8","0","10","10","1","0","0","4","4","7","7","7","1","5","2","7","High school graduate"
"978",21400000978,2021,"Northeast",4000002021,400097821,"Pennsylvania","0",60,0.7,0.702323377,"1","0","7.5","10","0","10","10","0","0","2.5","3","3","7","6","7","2","3","1","7","High school graduate"
"979",21400000979,2021,"Midwest",4000002021,400097921,"Illinois","0",81,0.8,0.796946704,"0","0","7.5","9","0","10","10","0","0","7.5","3","3","4","5","4","1","4","3","7","High school graduate"
"980",21400000980,2021,"West",4000002021,400098021,"Washington","0",84,0.83,0.826260209,"0","0","10","10","0","10","10","0","0","7.5","6","6","7","7","2","2","5","2","7","High school graduate"
"981",21400000981,2021,"Midwest",4000002021,400098121,"Illinois","0",66,1.17,1.169137001,"0","0","10","10","0","10","10","0","0","0","3","7","7","7","4","1","6","1","7","High school graduate"
"982",21400000982,2021,"West",4000002021,400098221,"Nevada","0",82,0.85,0.847204208,"0","0","7.5","8","0","7.5","10","0","0","5","3","5","6","6","4","1","2","1","7","Some college, but no degree (yet)"
"983",21400000983,2021,"West",4000002021,400098321,"California","0",61,1.51,1.510048866,"0","1","5","1","1","10","2.5","0","0","0","1","7","7","7","7","1","1","1","4","4-year college degree"
"984",21400000984,2021,"Midwest",4000002021,400098421,"Iowa","0",88,0.83,0.826260209,"0","0","7.5","10","0","10","7.5","0","0","5","7","7","7","7","7","1","3","1","7","High school graduate"
"985",21400000985,2021,"Midwest",4000002021,400098521,"Missouri","0",57,0.75,0.749442816,"0","0","7.5","10","0","7.5","7.5","1","0","5","7","5","3","5","4","1","4","1","7","High school graduate"
"986",21400000986,2021,"Northeast",4000002021,400098621,"New Jersey","0",70,1.12,1.115793467,"0","0","7.5","8","0","7.5","7.5","0","0","0","2","2","6","6","5","1","4","1","7","High school graduate"
"987",21400000987,2021,"South",4000002021,400098721,"Florida","0",79,0.8,0.796946704,"0","0","10","9","0","7.5","7.5","1","1","7.5","2","2","2","2","4","1","2","1","7","High school graduate"
"988",21400000988,2021,"Northeast",4000002021,400098821,"New York","0",50,7.02,7.024494648,"0","0","2.5","10","0","10","7.5","1","1","10","7","7","7","7","7","7","7","7","7","High school graduate"
"989",21400000989,2021,"South",4000002021,400098921,"Georgia","0",73,0.85,0.850414455,"0","0","7.5","8","0","7.5","7.5","0","0","0","5","3","5","7","4","1","1","1","7","High school graduate"
"990",21400000990,2021,"South",4000002021,400099021,"Georgia","0",86,0.76,0.756342053,"0","0","10","10","0","10","10","0","0","7.5","5","5","6","7","6","2","4","5","7","High school graduate"
"991",21400000991,2021,"Northeast",4000002021,400099121,"New York","0",62,0.7,0.702323377,"0","0","7.5","10","0","7.5","7.5","0","0","2.5","7","1","7","7","4","1","2","1","7","High school graduate"
"992",21400000992,2021,"Midwest",4000002021,400099221,"Illinois","0",62,0.46,0.464221001,"0","0","5","7","0","7.5","7.5","1","0","5","5","5","5","5","6","5","7","6","6","High school graduate"
"993",21400000993,2021,"West",4000002021,400099321,"Colorado","0",60,0.69,0.689406455,"0","0","5","10","0","5","5","1","1","5","7","7","7","7","4","1","7","1","7","High school graduate"
"994",21400000994,2021,"Northeast",4000002021,400099421,"New York","0",67,1.17,1.169137001,"0","0","7.5","10","0","2.5","7.5","1","0","0","4","3","5","5","1","1","1","1","7","High school graduate"
"995",21400000995,2021,"South",4000002021,400099521,"Florida","0",76,2.12,2.12152791,"0","0","7.5","10","0","7.5","7.5","1","1","7.5","7","7","7","7","7","7","7","7","7","High school graduate"
"996",21400000996,2021,"Midwest",4000002021,400099621,"Illinois","0",57,0.75,0.749442816,"0","0","5","8","0","7.5","7.5","0","0","0","2","6","6","7","4","1","3","1","6","High school graduate"
"997",21400000997,2021,"South",4000002021,400099721,"Alabama","0",53,0.75,0.749442816,"0","0","7.5","7","1","7.5","7.5","0","0","2.5","2","6","7","6","4","1","3","1","7","High school graduate"
"998",21400000998,2021,"South",4000002021,400099821,"Texas","0",41,2.27,2.266937256,"0","0","7.5","8","0","10","10","0","0","2.5","2","6","6","6","4","1","3","4","6","High school graduate"
"999",21400000999,2021,"Midwest",4000002021,400099921,"Ohio","0",52,0.88,0.883979261,"0","0","7.5","9","0","5","10","1","1","5","4","4","4","4","3","2","2","1","7","High school graduate"
"1000",21400001000,2021,"Midwest",4000002021,400100021,"Illinois","0",53,0.58,0.584291697,"0","0","7.5","5","0","10","10","1","1","7.5","2","5","4","4","6","1","7","4","4","High school graduate"
"1001",21400001001,2021,"South",4000002021,400100121,"Texas","0",43,5.14,5.1414814,"1","0","10","5","0","10","10","1","0","5","4","4","6","4","3","4","4","3","7","High school graduate"
"1002",21400001002,2021,"West",4000002021,400100221,"California","0",76,0.56,0.561763048,"0","0","7.5","4","0","7.5","7.5","0","0","5","5","7","7","7","5","6","7","6","7","High school graduate"
"1003",21400001003,2021,"Northeast",4000002021,400100321,"New York","0",60,0.7,0.702323377,"0","0","7.5","7","0","7.5","7.5","0","0","10","6","6","7","7","6","1","5","4","6","High school graduate"
"1004",21400001004,2021,"South",4000002021,400100421,"South Carolina","0",80,0.56,0.562721133,"0","0","7.5","7","0","7.5","7.5","0","0","5","5","6","6","5","5","4","6","7","7","High school graduate"
"1005",21400001005,2021,"Midwest",4000002021,400100521,"Illinois","0",59,0.7,0.702323377,"0","0","10","10","0","7.5","7.5","1","0","0","3","3","3","3","4","1","1","1","2","High school graduate"
"1006",21400001006,2021,"Midwest",4000002021,400100621,"Indiana","0",45,0.98,0.975492418,"0","0","5","10","0","10","10","1","1","5","2","1","2","3","1","6","1","1","7","High school graduate"
"1007",21400001007,2021,"Northeast",4000002021,400100721,"New Jersey","0",58,0.53,0.528277814,"1","0","10","1","0","7.5","10","0","0","2.5","4","5","3","5","5","4","7","6","2","High school graduate"
"1008",21400001008,2021,"Northeast",4000002021,400100821,"New York","0",52,0.99,0.991832316,"0","0","10","10","0","10","10","1","0","5","1","1","1","3","4","1","1","1","7","High school graduate"
"1009",21400001009,2021,"South",4000002021,400100921,"Texas","0",60,0.94,0.93772012,"0","0","7.5","3","1","7.5","7.5","0","0","2.5","5","3","5","6","5","6","6","7","6","Did not graduate from high school"
"1010",21400001010,2021,"South",4000002021,400101021,"Tennessee","0",54,0.7,0.702323377,"0","0","7.5","10","0","10","7.5","0","0","0","5","6","7","7","6","1","5","1","7","High school graduate"
"1011",21400001011,2021,"Northeast",4000002021,400101121,"Pennsylvania","0",52,0.42,0.417446792,"0","0","7.5","6","0","7.5","10","0","0","5","5","5","7","6","1","1","3","3","7","High school graduate"
"1012",21400001012,2021,"South",4000002021,400101221,"North Carolina","0",53,1.03,1.030322671,"0","1","7.5","10","1","10","10","1","0","10","6","2","6","7","6","1","2","1","7","Did not graduate from high school"
"1013",21400001013,2021,"South",4000002021,400101321,"North Carolina","0",62,0.51,0.508348644,"0","0","10","10","0","10","10","0","0","5","5","6","7","7","6","1","1","1","7","High school graduate"
"1014",21400001014,2021,"Midwest",4000002021,400101421,"Ohio","0",46,0.73,0.726268411,"0","0","7.5","3","0","7.5","10",NA,NA,"0","4","3","5","5","5","4","6","6","4","High school graduate"
"1015",21400001015,2021,"South",4000002021,400101521,"Arkansas","0",72,1.2,1.196435332,"0","0","10","9","0","7.5","10","1","0","5","4","2","7","7","7","1","3","1","7","Some college, but no degree (yet)"
"1016",21400001016,2021,"Midwest",4000002021,400101621,"Missouri","0",57,0.75,0.749442816,"0","1","7.5","10","1","10","10","1","0","2.5","3","3","5","4","6","1","3","1","7","High school graduate"
"1017",21400001017,2021,"West",4000002021,400101721,"California","0",37,7.02,7.024494648,"1","1","5","8","0","5","7.5","1","1","2.5","2","3","3","3","3","2","2","1","5","High school graduate"
"1018",21400001018,2021,"South",4000002021,400101821,"Florida","0",79,0.8,0.796946704,"0","0","7.5","8","1","7.5","7.5","1","0","2.5","1","5","6","6","5","1","1","1","7","High school graduate"
"1019",21400001019,2021,"Northeast",4000002021,400101921,"Pennsylvania","0",61,1.46,1.464567065,"0","0","7.5","5","0","7.5","7.5","1","1","0","6","3","4","7","4","5","6","7","5","High school graduate"
"1020",21400001020,2021,"West",4000002021,400102021,"Arizona","0",73,0.85,0.850414455,"0","0","5","8","0","7.5","10","1","0","10","1","1","1","1","1","1","1","1","7","High school graduate"
"1021",21400001021,2021,"West",4000002021,400102121,"Washington","0",84,0.6,0.597189307,"0","0","7.5","5","0","7.5","10","0","0","7.5","3","4","7","7","7","4","7","7","7","Some college, but no degree (yet)"
"1022",21400001022,2021,"West",4000002021,400102221,"California","0",57,0.68,0.681021631,"0","0","5","4","0","7.5","7.5","0","1","2.5","2","3","3","3","4","3","3","2","3","Did not graduate from high school"
"1023",21400001023,2021,"West",4000002021,400102321,"Nevada","0",54,0.75,0.749442816,"0","0","7.5","10","0","7.5","10","0","0","2.5","5","6","7","6","4","2","4","1","7","High school graduate"
"1024",21400001024,2021,"South",4000002021,400102421,"Georgia","0",50,0.62,0.623111784,"0","0","7.5","4","1","5","5","0","0","0","6","6","7","7","6","5","6","5","7","High school graduate"
"1025",21400001025,2021,"South",4000002021,400102521,"South Carolina","0",50,1.39,1.388335228,"1","0","7.5","7","0","7.5","7.5","0","0","0","3","2","5","6","3","1","4","2","5","Some college, but no degree (yet)"
"1026",21400001026,2021,"Northeast",4000002021,400102621,"Massachusetts","0",58,0.2,0.201310217,"0","0","7.5","1","0","7.5","10","1","1","5","7","4","4","7","6","6","7","6","5","High school graduate"
"1027",21400001027,2021,"South",4000002021,400102721,"Florida","0",39,1.03,1.027949691,"1","0","10","3","0","7.5","10","1","0","0","3","2","1","2","5","2","5","1","3","High school graduate"
"1028",21400001028,2021,"Northeast",4000002021,400102821,"Pennsylvania","0",51,0.99,0.991832316,"0","0","10","10","0","7.5","10","1","0","10","4","5","5","5","2","1","3","1","7","High school graduate"
"1029",21400001029,2021,"South",4000002021,400102921,"North Carolina","0",73,0.47,0.473787546,"0","0","7.5","5","0","10","7.5","1","1","5","3","2","6","6","6","5","7","7","7","High school graduate"
"1030",21400001030,2021,"Midwest",4000002021,400103021,"Nebraska","0",86,0.83,0.826260209,"0","0","7.5","8","0","7.5","7.5","1","0","2.5","2","3","4","5","5","1","4","2","5","High school graduate"
"1031",21400001031,2021,"South",4000002021,400103121,"Virginia","0",57,0.41,0.413275361,"0","0","5","4","0","10","10","0","0","5","4","4","4","3","4","1","3","7","7","High school graduate"
"1032",21400001032,2021,"West",4000002021,400103221,"Colorado","0",58,1.73,1.725481749,"0","1","7.5","6","0","5","5","1","1","7.5","2","4","2","2","2","2","2","1","3","High school graduate"
"1033",21400001033,2021,"Northeast",4000002021,400103321,"New York","1",68,1.44,1.43727994,"0","0","10","8","0","10","10","1","0","0","1","1","3","3","1","1","1","1","5","High school graduate"
"1034",21400001034,2021,"West",4000002021,400103421,"Arizona","0",56,1.13,1.132875085,"0","0","10","7","0","10","10","0","0","7.5","3","3","7","7","7","1","5","1","7","2-year college degree"
"1035",21400001035,2021,"Northeast",4000002021,400103521,"Maine","0",24,3.88,3.883488655,"0","0","7.5","10","0","10","10","1","1","7.5","7","7","7","7","6","6","4","4","7","Some college, but no degree (yet)"
"1036",21400001036,2021,"West",4000002021,400103621,"Nevada","0",28,1.99,1.990709782,"0","0","2.5","8","0","10","10","0","0","5","6","5","6","5","5","1","4","4","7","Some college, but no degree (yet)"
"1037",21400001037,2021,"South",4000002021,400103721,"Florida","1",40,0.5,0.504135728,"1","0","7.5","3","0","7.5","7.5","1","0","10","6","4","5","6","5","5","5","6","7","2-year college degree"
"1038",21400001038,2021,"Midwest",4000002021,400103821,"Michigan","1",34,0.57,0.569782257,"1","0","7.5","1","0","7.5","7.5","0","0","5","5","6","5","4","5","5","6","5","5","4-year college degree"
"1039",21400001039,2021,"Northeast",4000002021,400103921,"Massachusetts","0",44,0.77,0.772521496,"1","0","7.5","5","0","10","10","1","0","2.5","7","5","7","7","7","6","7","6","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1040",21400001040,2021,"Midwest",4000002021,400104021,"Wisconsin","0",32,1.15,1.148858666,"0","0","7.5","8","0","7.5","7.5","0","0","2.5","3","3","4","4","4","2","3","3","6","4-year college degree"
"1041",21400001041,2021,"West",4000002021,400104121,"Washington","0",44,0.87,0.870726466,"0","0","7.5","5","1","5","10","0","1","7.5","1","1","3","4","1","1","4","1","4","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1042",21400001042,2021,"Midwest",4000002021,400104221,"Michigan","1",36,0.59,0.589335203,"0","0","7.5","1","0","5","10","0","1","2.5","2","2","2","2","6","4","5","3","2","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1043",21400001043,2021,"Midwest",4000002021,400104321,"Wisconsin","0",44,1.16,1.160386205,"0","0","2.5","5","1","10","7.5","0","0","5","1","1","1","1","1","1","1","1","3","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1044",21400001044,2021,"South",4000002021,400104421,"Maryland","1",41,0.61,0.61101228,"1","0","7.5","1","0","2.5","7.5","0","0","2.5","3","1","2","3","5","1","2","3","1","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1045",21400001045,2021,"Midwest",4000002021,400104521,"Indiana","1",43,0.84,0.843581676,"0","0","7.5","10","1","10","10","1","0","7.5","5","4","5","5","5","1","4","1","7","2-year college degree"
"1046",21400001046,2021,"Midwest",4000002021,400104621,"Ohio","1",44,0.97,0.966073096,"1","0","2.5","5","0","2.5","10","1","1","5","4","1","1","1","1","1","1","1","1","4-year college degree"
"1047",21400001047,2021,"Northeast",4000002021,400104721,"Rhode Island","1",31,0.53,0.534284592,"0","0","7.5","6","0","7.5","7.5","1","0","5","4","4","4","4","4","4","4","4","4","4-year college degree"
"1048",21400001048,2021,"Midwest",4000002021,400104821,"Wisconsin","1",42,0.84,0.843581676,"0","0","7.5","8","0","5","7.5","1","0","7.5","4","3","5","5","4","1","4","3","4","2-year college degree"
"1049",21400001049,2021,"South",4000002021,400104921,"Mississippi","1",31,0.81,0.814283013,"0","1","5","5","0","5","7.5","1","0","10","4","4","4","4","4","4","4","4","4","4-year college degree"
"1050",21400001050,2021,"Midwest",4000002021,400105021,"Michigan","0",31,1.58,1.576755881,"0","0","10","10","0","10","10","0","0","2.5","7","1","1","4","4","1","2","1","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1051",21400001051,2021,"West",4000002021,400105121,"Washington","1",42,0.84,0.838055134,"0","0","7.5","7","0","10","7.5","1","0","5","1","1","3","1","4","1","3","1","7","4-year college degree"
"1052",21400001052,2021,"South",4000002021,400105221,"Maryland","0",34,0.69,0.685071468,"1","0","7.5","3","0","7.5","7.5","1","1","2.5","3","2","2","4","4","3","6","6","No me considero americano","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1053",21400001053,2021,"West",4000002021,400105321,"Idaho","1",32,0.28,0.2849949,"0","0","5","1","1","5","10","1","1","0","1","1","1","1","5","5","5","3","1","2-year college degree"
"1054",21400001054,2021,"West",4000002021,400105421,"California","1",36,0.61,0.61101228,"1","0","7.5","5","0","7.5","7.5","1","1","5","1","4","5","5","5","1","7","3","6","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1055",21400001055,2021,"South",4000002021,400105521,"Georgia","0",41,0.75,0.750483572,"0","0","7.5","8","0","10","10","1","0","5","6","6","7","6","7","5","6","5","7","Some college, but no degree (yet)"
"1056",21400001056,2021,"Midwest",4000002021,400105621,"Michigan","1",42,0.8,0.798689127,"0","0","7.5","7","0","7.5","7.5","1","1","5","3","3","3","3","3","1","1","1","5","Some college, but no degree (yet)"
"1057",21400001057,2021,"South",4000002021,400105721,"Alabama","1",42,1.55,1.552178383,"0","1","2.5","5","0","2.5","10","1","1","5","5","5","1","5","4","4","5","5","2","2-year college degree"
"1058",21400001058,2021,"South",4000002021,400105821,"Mississippi","1",43,0.47,0.472727865,"0","1","5","4","0","7.5","7.5","1","0","5","2","1","2","2","2","2","2","2","3","Some college, but no degree (yet)"
